PLAYER_ID,PLAYER_NAME,PTS,AST,REB,PIE,TEAM
1630214,Xavier Tillman,7.0,1.6,5.0,0.105,1610612763
1631222,Jake LaRavia,3.0,0.6,1.8,0.04,1610612763
203500,Steven Adams,8.6,2.3,11.5,0.112,1610612763
1631246,Vince Williams Jr.,2.0,0.3,1.0,0.024,1610612763
1631254,Kenneth Lofton Jr.,5.0,0.8,2.1,0.129,1610612763
1630583,Santi Aldama,9.0,1.3,4.8,0.093,1610612763
1630533,Ziaire Williams,5.7,0.9,2.1,0.052,1610612763
1628379,Luke Kennard,9.3,1.5,2.7,0.089,1610612763
1629630,Ja Morant,26.2,8.1,5.9,0.175,1610612763
1628991,Jaren Jackson Jr.,18.6,1.0,6.8,0.125,1610612763
1629634,Brandon Clarke,10.0,1.3,5.5,0.134,1610612763
1626145,Tyus Jones,10.3,5.2,2.5,0.116,1610612763
1630217,Desmond Bane,21.5,4.4,5.0,0.131,1610612763
1628415,Dillon Brooks,14.3,2.6,3.3,0.06,1610612763
1631223,David Roddy,6.7,0.8,2.8,0.056,1610612763
1631098,Johnny Davis,5.8,1.0,2.3,0.051,1610612764
203078,Bradley Beal,23.2,5.4,3.9,0.129,1610612764
204001,Kristaps Porzingis,23.2,2.7,8.4,0.145,1610612764
1630692,Jordan Goodwin,6.6,2.7,3.3,0.102,1610612764
1630166,Deni Avdija,9.2,2.8,6.4,0.084,1610612764
1641645,Xavier Cooks,3.8,0.6,3.8,0.078,1610612764
1630225,Isaiah Todd,1.5,0.7,2.0,0.012,1610612764
1630264,Anthony Gill,3.3,0.6,1.7,0.063,1610612764
1629134,Kendrick Nunn,7.1,1.3,1.6,0.076,1610612764
1629655,Daniel Gafford,9.0,1.1,5.6,0.113,1610612764
1628420,Monte Morris,10.3,5.3,3.4,0.102,1610612764
1630557,Corey Kispert,11.1,1.2,2.8,0.073,1610612764
1631245,Quenton Jackson,6.2,1.7,0.9,0.0,1610612764
1628398,Kyle Kuzma,21.2,3.7,7.2,0.109,1610612764
1630643,Jay Huff,7.3,1.4,3.0,0.116,1610612764
1626153,Delon Wright,7.4,3.9,3.6,0.107,1610612764
1631105,Jalen Duren,9.1,1.1,8.9,0.116,1610612765
1630595,Cade Cunningham,19.9,6.0,6.2,0.109,1610612765
202692,Alec Burks,12.8,2.2,3.1,0.109,1610612765
1628977,Hamidou Diallo,8.6,1.1,3.8,0.0,1610612765
1630165,Killian Hayes,10.3,6.2,2.9,0.075,1610612765
1631197,Jared Rhoden,3.2,0.3,2.6,0.041,1610612765
1630587,Isaiah Livers,6.7,0.8,2.8,0.053,1610612765
1630164,James Wiseman,10.0,0.7,5.9,0.104,1610612765
1630181,R.J. Hampton,7.1,1.8,2.8,0.0,1610612765
203585,Rodney McGruder,5.8,1.2,2.8,0.0,1610612765
202709,Cory Joseph,6.9,3.5,1.7,0.087,1610612765
1631093,Jaden Ivey,16.3,5.2,3.9,0.081,1610612765
1631205,Buddy Boeheim,1.6,0.4,0.6,-0.003,1610612765
1630191,Isaiah Stewart,11.3,1.4,8.1,0.091,1610612765
1628963,Marvin Bagley III,12.0,0.9,6.4,0.112,1610612765
202711,Bojan Bogdanovic,21.6,2.6,3.8,0.116,1610612765
1630163,LaMelo Ball,23.3,8.4,6.4,0.122,1610612766
1630547,James Bouknight,5.6,1.2,2.1,0.05,1610612766
1626179,Terry Rozier,21.1,5.1,4.1,0.101,1610612766
1630208,Nick Richards,8.2,0.6,6.4,0.12,1610612766
1631109,Mark Williams,9.0,0.4,7.1,0.133,1610612766
1631121,Bryce McGowens,5.3,1.2,2.0,0.053,1610612766
1628372,Dennis Smith Jr.,8.8,4.8,3.1,0.09,1610612766
1630177,Theo Maledon,6.7,3.5,2.8,0.091,1610612766
1628998,Cody Martin,5.0,1.6,3.4,0.052,1610612766
1626162,Kelly Oubre Jr.,20.3,1.1,5.2,0.094,1610612766
1629004,Svi Mykhailiuk,6.9,1.7,1.7,0.092,1610612766
1630270,Xavier Sneed,1.7,0.5,0.8,0.0,1610612766
202330,Gordon Hayward,14.7,4.1,4.3,0.101,1610612766
1630550,JT Thor,3.8,0.5,2.2,0.051,1610612766
1630539,Kai Jones,3.4,0.3,2.7,0.073,1610612766
1628424,Kobi Simmons,1.0,1.0,0.8,0.078,1610612766
